02-10-2015 00:05;4821,23451;2550,169066;
02-10-2015 00:10;4821,23451;2550,169066;
02-10-2015 00:11;4821,23451;2550,169066;
02-10-2015 00:15;4821,23451;2550,169066;
02-10-2015 00:20;4821,23451;2550,169066;
02-10-2015 00:25;4821,23451;2550,169066;
02-10-2015 00:30;4821,23451;2550,169066;
02-10-2015 00:35;4821,23451;2550,169066;
02-10-2015 00:40;4821,23451;2550,169066;
02-10-2015 00:45;4821,23451;2550,169066;
02-10-2015 00:50;4821,23451;2550,169066;
02-10-2015 00:55;4821,23451;2550,169066;
02-10-2015 01:00;4821,23451;2550,169066;
02-10-2015 01:05;4821,23451;2550,169066;
02-10-2015 01:10;4821,23451;2550,169066;
02-10-2015 01:15;4821,23451;2550,169066;
02-10-2015 01:20;4821,23451;2550,169066;
02-10-2015 01:25;4821,23451;2550,169066;
02-10-2015 01:30;4821,23451;2550,169066;
02-10-2015 01:36;4821,23451;2550,169066;
02-10-2015 01:41;4821,23451;2550,169066;
02-10-2015 01:46;4821,23451;2550,169066;
02-10-2015 01:51;4821,23451;2550,169066;
02-10-2015 01:56;4821,23451;2550,169066;
02-10-2015 02:01;4821,23451;2550,169066;
02-10-2015 02:06;4821,23451;2550,169066;
02-10-2015 02:11;4821,23451;2550,169066;
02-10-2015 02:16;4821,23451;2550,169066;
02-10-2015 02:21;4821,23451;2550,169066;
02-10-2015 02:26;4821,23451;2550,169066;
02-10-2015 02:31;4821,23451;2550,169066;
02-10-2015 02:36;4821,23451;2550,169066;
02-10-2015 02:41;4821,23451;2550,169066;
02-10-2015 02:46;4821,23451;2550,169066;
02-10-2015 02:51;4821,23451;2550,169066;
02-10-2015 02:56;4821,23451;2550,169066;
02-10-2015 03:01;4821,23451;2550,169066;
02-10-2015 03:06;4821,23451;2550,169066;
02-10-2015 03:11;4821,23451;2550,169066;
02-10-2015 03:16;4821,23451;2550,169066;
02-10-2015 03:21;4821,23451;2550,169066;
02-10-2015 03:26;4821,23451;2550,169066;
02-10-2015 03:31;4821,23451;2550,169066;
02-10-2015 03:36;4821,23451;2550,169066;
02-10-2015 03:41;4821,23451;2550,169066;
02-10-2015 03:46;4821,23451;2550,169066;
02-10-2015 03:51;4821,23451;2550,169066;
02-10-2015 03:56;4821,23451;2550,169066;
02-10-2015 04:01;4821,23451;2550,169066;
02-10-2015 04:06;4821,23451;2550,169066;
02-10-2015 04:11;4821,23451;2550,169066;
02-10-2015 04:16;4821,23451;2550,169066;
02-10-2015 04:21;4821,23451;2550,169066;
02-10-2015 04:26;4821,23451;2550,169066;
02-10-2015 04:31;4821,23451;2550,169066;
02-10-2015 04:36;4821,23451;2550,169066;
02-10-2015 04:41;4821,23451;2550,169066;
02-10-2015 04:46;4821,23451;2550,169066;
02-10-2015 04:51;4821,23451;2550,169066;
02-10-2015 04:56;4821,23451;2550,169066;
